id,observation_date,competitor_id,competitor_price,market_share_percentage,trend_score
593,2020-04-19,2,51.6,26.9,-0.224
594,2020-04-19,3,42.43,20.01,0.088
595,2020-04-20,4,27.62,15.37,-0.951
596,2020-04-20,3,34.71,16.51,-0.291
597,2020-04-20,3,35.36,20.16,-0.615
598,2020-04-20,2,42.02,27.38,0.404
599,2020-04-21,4,28.46,15.74,0.018
600,2020-04-21,5,54.19,11.76,-0.571
601,2020-04-22,2,50.47,27.3,-0.323
602,2020-04-22,2,61.93,25.07,-0.128
603,2020-04-22,1,34.92,27.27,0.5
604,2020-04-22,4,40.46,15.77,-0.262
605,2020-04-22,3,36.53,21.57,-0.543
606,2020-04-23,3,46.68,20.4,0.218
607,2020-04-23,4,40.65,15.21,-0.266
608,2020-04-23,4,31.07,14.07,0.152
609,2020-04-23,3,40.94,24.95,-0.268
610,2020-04-23,5,59.92,10.75,-0.274
611,2020-04-23,4,38.95,15.08,0.027
612,2020-04-23,1,38.48,27.66,-0.503
613,2020-04-23,1,43.67,32.19,-0.064
614,2020-04-23,5,58.23,11.39,-0.163
615,2020-04-24,4,36.87,15.32,-0.378
616,2020-04-24,1,40.78,24.69,-0.258
617,2020-04-24,3,29,17.05,-0.041
618,2020-04-24,3,42.85,18.34,0.215
619,2020-04-24,5,43.13,13.49,0.18
620,2020-04-24,4,29.58,14.86,0.226
621,2020-04-24,2,41.14,30.72,-0.596
622,2020-04-24,2,35.83,25.6,0.491
623,2020-04-24,2,39.17,22.62,-0.605
624,2020-04-25,1,45.29,22.53,-0.251
625,2020-04-25,1,42.14,31.86,0.278
626,2020-04-25,5,52.56,10.59,-0.277
627,2020-04-25,1,36.9,25.05,0.152
628,2020-04-25,3,33,22.06,0.151
629,2020-04-26,4,33.28,14.2,-0.02
630,2020-04-26,3,49.08,20.09,-0.368
631,2020-04-26,5,56.33,8.15,-0.418
632,2020-04-26,1,40.89,30.3,0.421
633,2020-04-26,5,41.84,14.39,-0.021
634,2020-04-26,4,20.48,13.72,-0.239
635,2020-04-26,2,40.9,22.94,-0.172
636,2020-04-26,1,46.32,29.75,0.333
637,2020-04-27,5,59.83,11.85,-0.524
638,2020-04-27,2,33.66,18.47,0.286
639,2020-04-27,3,45.96,23.76,-0.012
640,2020-04-27,5,55.26,14.37,-0.129
641,2020-04-27,4,35,22.68,0.039
642,2020-04-27,4,25.52,13.02,0.112
643,2020-04-27,1,45.57,25.4,-0.463
644,2020-04-28,2,36.85,22.76,0.254
645,2020-04-28,3,31.33,18.26,-0.748
646,2020-04-28,1,52.18,27.18,-0.202
647,2020-04-28,5,51.95,17.28,0.568
648,2020-04-28,4,53.87,16.8,-0.279
649,2020-04-28,3,35.29,17.29,0.389
650,2020-04-28,1,60.42,23.39,0.047
651,2020-04-29,1,42.58,30.7,0.046
652,2020-04-29,3,32.08,17.51,-0.177
653,2020-04-29,4,55.57,16.59,0.01
654,2020-04-29,3,41.37,19.67,0.159
655,2020-04-29,4,29.07,18.6,0.459
656,2020-04-29,5,36.17,12.24,0.381
657,2020-04-29,1,42.77,27,0.341
658,2020-04-30,4,24.57,18.54,-0.075
659,2020-04-30,4,27.93,15.46,-0.385
660,2020-04-30,5,61.72,11.41,-0.356
661,2020-04-30,3,34.82,16.28,-0.518
662,2020-04-30,4,28.79,20.81,-0.615
663,2020-05-01,4,45.52,14.84,-0.663
664,2020-05-02,4,21.9,14.51,0.1
665,2020-05-02,3,41.85,23.46,-0.439
666,2020-05-02,1,35.58,27.59,-0.511
667,2020-05-02,5,40.57,7.8,0.272
668,2020-05-02,2,43.85,21.61,0.056
669,2020-05-02,3,40.44,23.18,-0.546
670,2020-05-02,1,34.79,29.21,-0.137
671,2020-05-04,4,8.04,17.08,0.297
672,2020-05-04,5,50.1,7.18,-0.508
673,2020-05-04,5,35.76,11.82,-0.419
674,2020-05-04,1,54.29,31.9,-0.407
675,2020-05-05,2,49.52,24.51,0.229
676,2020-05-05,5,37.07,10.87,-0.039
677,2020-05-05,2,30.1,24.71,0.091
678,2020-05-06,1,47.23,24.79,-0.353
679,2020-05-06,1,44.86,24.73,-0.279
680,2020-05-07,4,34.96,19.37,-0.044
681,2020-05-07,5,60.69,9.65,-0.141
682,2020-05-07,4,54.5,12.53,0.051
683,2020-05-07,5,67.59,11.85,-0.086
684,2020-05-07,2,24.07,23.84,-0.082
685,2020-05-07,4,27.31,19.69,-0.361
686,2020-05-07,3,42.69,14.66,0.52
687,2020-05-07,4,32.94,18.88,-0.395
688,2020-05-08,4,49.35,17.38,-0.328
689,2020-05-08,1,55.64,22.79,0.065
690,2020-05-08,4,25.25,15.01,0.05
691,2020-05-08,2,55.9,18.77,0.221
692,2020-05-08,1,33.93,27.38,-0.173
693,2020-05-08,4,49.31,13.38,-0.34
694,2020-05-09,1,34.98,21.64,0.148
695,2020-05-09,2,56.8,19.88,-0.095
696,2020-05-09,5,45.61,15.37,-0.379
697,2020-05-09,3,35.89,19.36,-0.066
698,2020-05-10,3,41.69,21.86,-0.03
699,2020-05-10,4,43.67,12.36,-0.154
700,2020-05-10,5,69.5,10.27,0.269
701,2020-05-10,3,47.25,20.81,-0.678
702,2020-05-10,4,40.35,16.68,-0.11
703,2020-05-10,3,29.67,17.08,-0.005
704,2020-05-10,5,49.77,16.74,-0.399
705,2020-05-11,4,31.75,13.24,-0.02
706,2020-05-11,1,47.57,26.62,-0.134
707,2020-05-11,2,40.27,23.96,0.006
708,2020-05-11,4,49.97,11.78,0.249
709,2020-05-11,1,51.67,32.84,-0.276
710,2020-05-12,1,59.23,25.53,0.012
711,2020-05-12,3,34.51,17.55,0.206
712,2020-05-12,4,28.55,18.09,-0.091
713,2020-05-12,4,53.84,17.32,0.253
714,2020-05-12,3,40.14,12.9,-0.017
715,2020-05-12,4,41.73,15.6,-0.234
716,2020-05-13,5,33.69,15.62,0.344
717,2020-05-13,3,36.35,19.51,-0.021
718,2020-05-13,3,39.04,19.01,-0.23
719,2020-05-14,3,46.01,16.53,-0.097
720,2020-05-14,3,39.64,18.58,-0.078
721,2020-05-14,4,28.55,19.23,0.041
722,2020-05-14,5,27.96,16.74,0.183
723,2020-05-14,5,45.75,13.75,0.196
724,2020-05-14,1,38.87,31.32,-0.11
725,2020-05-14,5,40.2,10.76,0.108
726,2020-05-14,1,44.29,30.57,-0.133
727,2020-05-14,5,53.16,15.52,-0.06
728,2020-05-14,3,37.71,19.22,-0.129
729,2020-05-14,4,30.22,22.84,0.022
730,2020-05-14,1,52.48,31.67,0.088
731,2020-05-14,1,54.68,29.99,0.285
732,2020-05-14,3,28.89,16.03,-0.14
733,2020-05-14,1,47.41,31.42,0.264
734,2020-05-15,3,28.26,18.86,-0.068
735,2020-05-15,4,35.81,17.95,-0.467
736,2020-05-15,3,49.22,23.55,-0.171
737,2020-05-15,3,40.19,20.7,-0.641
738,2020-05-15,3,41.81,21.23,-0.519
739,2020-05-15,3,31.39,15.83,-0.106
740,2020-05-15,5,49.43,13.75,-0.053
741,2020-05-16,5,46.78,9.89,-0.078
742,2020-05-16,4,32.44,6.81,-0.185
743,2020-05-16,2,38.41,19,-0.772
744,2020-05-16,4,23.3,19.25,-0.222
745,2020-05-16,2,37.41,23.73,0.482
746,2020-05-16,1,42.46,29.76,-0.039
747,2020-05-16,1,59.93,29.35,-0.199
748,2020-05-16,5,44.12,17.55,-0.116
749,2020-05-17,5,24.14,12.09,-0.086
750,2020-05-17,3,34.59,19.15,-0.081
751,2020-05-17,2,44.29,24.53,0.42
752,2020-05-17,5,43.33,13.39,0.112
753,2020-05-17,2,30.51,27.48,-0.166
754,2020-05-17,3,42.05,16.2,0.095
755,2020-05-18,3,45.68,15,0.011
756,2020-05-18,2,47.06,26.14,-0.112
757,2020-05-18,4,40.68,19.43,0.053
758,2020-05-18,2,47.6,23.32,-0.352
759,2020-05-18,3,29.21,12.54,0.126
760,2020-05-18,4,53.36,21.03,-0.005
761,2020-05-18,5,41.4,12.6,-0.181
762,2020-05-18,3,35.75,17.36,0.475
763,2020-05-19,5,64.47,13.42,0.103
764,2020-05-19,1,42.64,27.96,-0.089
765,2020-05-19,1,51.98,24.21,-0.706
766,2020-05-19,5,69.78,10,-0.671
767,2020-05-20,2,56.97,23.59,0.12
768,2020-05-21,3,36.31,19.43,0.319
769,2020-05-21,1,42.55,32.61,-0.539
770,2020-05-21,4,33.72,10.14,-0.677
771,2020-05-21,2,30.23,22.87,-0.188
772,2020-05-21,4,38.31,14.54,-0.131
773,2020-05-21,5,51.51,9.15,0.262
774,2020-05-21,4,26.19,15.47,-0.279
775,2020-05-21,4,44.02,14.31,-0.085
776,2020-05-21,2,45.58,20.88,-0.188
777,2020-05-21,3,30.96,20.11,-0.409
778,2020-05-22,5,68.76,8.03,-0.007
779,2020-05-22,3,40.8,21.16,0.086
780,2020-05-22,4,31.56,13.59,-0.684
781,2020-05-22,4,22.07,15.69,0.164
782,2020-05-22,1,53.28,28.05,0.582
783,2020-05-22,1,36.65,28.42,0.025
784,2020-05-22,3,36.55,19.35,0.131
785,2020-05-22,3,40.94,22.81,-0.543
786,2020-05-22,4,10.9,14.35,0.285
787,2020-05-24,5,43.82,13.26,-0.344
788,2020-05-24,1,50.36,26.54,0.011
789,2020-05-24,4,41.9,15.99,-0.205
790,2020-05-24,5,49.75,12.43,0.108
791,2020-05-24,5,45.98,12.57,-0.243
792,2020-05-24,4,26.84,18.57,0.31
793,2020-05-24,2,35.78,22.02,-0.512
794,2020-05-24,1,32.51,27.11,-0.518
795,2020-05-24,4,27.96,12.57,-0.295
796,2020-05-24,2,37.23,22.4,0.07
797,2020-05-25,1,42.17,23.91,-0.405
798,2020-05-25,5,54.84,6.35,0.047
799,2020-05-25,3,35.37,17.06,-0.163
800,2020-05-25,2,60.52,25.92,-0.055
801,2020-05-25,4,25.94,19.96,-0.092
802,2020-05-25,5,52.96,8.83,0.047
803,2020-05-25,4,17.17,18.44,0.01
804,2020-05-25,4,43.86,21.1,0.326
805,2020-05-26,4,37.04,14.81,-0.432
806,2020-05-26,3,35.34,20.88,0.15
807,2020-05-26,4,28.08,19.22,-0.842
808,2020-05-26,5,58.33,13.43,-0.16
809,2020-05-26,1,63.63,26.77,0.422
810,2020-05-26,1,57.59,26.19,-0.282
811,2020-05-27,2,44.52,23.87,0.158
812,2020-05-27,2,43.09,26.72,0.187
813,2020-05-27,1,31.22,23.52,0
814,2020-05-27,3,46.2,19.98,-0.416
815,2020-05-27,4,30.33,12.24,-0.239
816,2020-05-27,5,56.83,12.24,-0.042
817,2020-05-27,4,24.64,16.57,0.085
818,2020-05-27,5,49.43,14.16,-0.412
819,2020-05-28,1,45.97,30.2,-0.237
820,2020-05-28,4,43.62,15.01,-0.145
821,2020-05-28,4,41.96,15.65,0.111
822,2020-05-28,4,35.73,17.15,-0.525
823,2020-05-29,3,38.87,22.7,-0.752
824,2020-05-29,3,40.3,18.04,-0.161
825,2020-05-29,4,41.86,20.36,0.233
826,2020-05-29,5,40.82,15.92,0.224
827,2020-05-30,2,35.93,21.53,-0.047
828,2020-05-30,4,43.96,17.58,-0.036
829,2020-05-30,4,26.74,18.87,0.025
830,2020-05-31,4,32.5,21.81,-0.049
831,2020-05-31,1,59.96,26.78,0.066
832,2020-05-31,4,26.84,16.82,-0.139
833,2020-05-31,4,34.5,19.62,-0.354
834,2020-05-31,5,75.06,16.48,0.459
835,2020-05-31,3,38.78,23.49,-0.152
836,2020-05-31,5,37.91,10.34,0.301
837,2020-05-31,4,37.78,22.52,-0.363
838,2020-06-01,4,36.05,17.28,0.428
839,2020-06-01,4,58.1,9.79,-0.605
840,2020-06-01,1,43.05,34.02,0.367
841,2020-06-01,2,39.96,23.27,-0.18
842,2020-06-01,5,34.49,9.4,0.403
843,2020-06-01,4,25.64,17.79,-0.274
844,2020-06-01,4,29.35,13.53,0.242
845,2020-06-01,3,40.9,19.58,-0.163
846,2020-06-02,2,47.71,23.29,0.01
847,2020-06-02,4,33.67,16.4,-0.086
848,2020-06-02,2,41.91,22.89,0.195
849,2020-06-03,2,45.07,19.64,0.056
850,2020-06-03,5,58.63,13.43,-0.303
851,2020-06-03,3,42.55,21.33,0.17
852,2020-06-03,1,49.6,26.72,-0.241
853,2020-06-03,4,31.21,17.71,-0.305
854,2020-06-04,3,39.47,14.57,0.078
855,2020-06-04,5,43.13,12.28,-0.315
856,2020-06-05,4,32.94,14.85,-0.325
857,2020-06-06,3,37.52,25.92,-0.44
858,2020-06-06,3,34.52,22.58,0.604
859,2020-06-06,2,47.92,29.61,0.018
860,2020-06-06,2,22.58,23.63,0.192
861,2020-06-06,4,38.41,17.49,-0.532
862,2020-06-07,5,53.43,12.29,0.293
863,2020-06-07,2,42.79,28.68,0.105
864,2020-06-08,4,25.05,16.96,-0.689
865,2020-06-08,2,50.05,20.65,0.215
866,2020-06-08,3,32.33,21.33,0.152
867,2020-06-09,3,34.51,20.38,-0.327
868,2020-06-09,5,53.17,6.22,-0.2
869,2020-06-09,4,26.37,16.86,-0.368
870,2020-06-10,2,39.67,19.53,-0.078
871,2020-06-10,3,44.69,17.17,0.204
872,2020-06-10,2,43.06,19.95,-0.247
873,2020-06-10,2,39.49,22.51,-0.079
874,2020-06-10,2,35.68,26.19,-0.19
875,2020-06-10,3,39.65,22.87,-0.053
876,2020-06-10,4,18.91,16.23,-0.075
877,2020-06-10,3,31.59,19.29,-0.044
878,2020-06-10,2,48.69,20.75,0.637
879,2020-06-11,2,47.95,27.29,0.043
880,2020-06-11,5,59.88,15.7,0.131
881,2020-06-11,4,42.48,22,-0.125
882,2020-06-11,1,44.82,29.01,0.411
883,2020-06-12,3,40.25,16.57,0.114
884,2020-06-12,3,33.98,20.17,-0.146
885,2020-06-12,3,35.44,18.03,-0.251
886,2020-06-12,3,36.37,17.31,-0.298
887,2020-06-12,1,57.02,24.28,0.109
888,2020-06-12,2,44.47,23.91,0.116
889,2020-06-12,4,25.91,16.58,0.104
890,2020-06-12,3,34.89,23.33,0.372
891,2020-06-13,3,44.72,19.49,0.294
892,2020-06-13,3,41.03,23.45,-0.027
893,2020-06-13,3,35,22.44,0.021
894,2020-06-13,4,48.68,14.85,-0.25
895,2020-06-13,4,32.05,18.04,0.111
896,2020-06-14,2,32.74,24.75,-0.268
897,2020-06-15,3,40.15,19.66,-0.103
898,2020-06-15,1,54.32,24.88,0.049
899,2020-06-15,3,33.38,17.71,0.057
900,2020-06-15,5,63.39,7.57,0.051
901,2020-06-15,4,30.86,17.1,0.359
902,2020-06-15,4,23.53,15.03,-0.147
903,2020-06-15,1,56.32,29.99,-0.012
904,2020-06-16,4,50.91,17.02,-0.415
905,2020-06-17,2,19.32,19.55,-0.101
906,2020-06-17,4,38.87,17.89,0.021
907,2020-06-17,2,51.52,23.71,0.374
908,2020-06-17,4,35.48,16.78,-0.274
909,2020-06-17,5,46.13,17,0.093
910,2020-06-17,3,36.29,24.77,-0.117
911,2020-06-17,5,61.97,12.59,-0.054
912,2020-06-17,5,52.62,6.2,0.228
913,2020-06-18,3,48.69,21,0.138
914,2020-06-18,3,38.18,20.72,0.19
915,2020-06-18,5,33.47,14.47,-0.51
916,2020-06-18,1,47.01,24.9,0.336
917,2020-06-19,3,44.05,20.23,-0.117
918,2020-06-19,5,37.58,12.93,0.022
919,2020-06-20,5,55.81,10.44,0.364
920,2020-06-20,2,38.2,21.21,0.166
921,2020-06-20,1,47.9,31.62,-0.079
922,2020-06-20,4,33.06,11.97,-0.534
923,2020-06-21,5,48.65,9.29,0.278
924,2020-06-21,4,20.18,18.65,-0.044
925,2020-06-21,4,33.93,18.42,0.155
926,2020-06-21,5,52.4,10.3,-0.272
927,2020-06-22,2,52.76,22.06,-0.381
928,2020-06-22,4,27.38,17.32,0.488
929,2020-06-22,5,43.8,8.83,0.487
930,2020-06-22,5,40.13,14.47,0.204
931,2020-06-22,5,60.43,6.51,-0.375
932,2020-06-22,1,42.09,28.65,0.008
933,2020-06-22,3,33.97,22.01,-0.567
934,2020-06-23,1,47.4,27.82,-0.62
935,2020-06-23,4,36.83,17.4,0.184
936,2020-06-23,1,48.2,26.37,-0.125
937,2020-06-23,1,39.81,25.92,-0.424
938,2020-06-23,5,52.3,11.74,0.081
939,2020-06-23,4,42.89,11.85,0.357
940,2020-06-23,2,45.58,21.27,0.121
941,2020-06-24,4,34.51,15.44,-0.563
942,2020-06-24,5,55.36,9.92,-0.153
943,2020-06-24,4,16.86,15.99,-0.458
944,2020-06-24,2,46.48,23.6,-0.293
945,2020-06-24,3,45.1,20.08,-0.235
946,2020-06-24,5,65.45,17.79,-0.286
947,2020-06-24,1,31.02,29.56,-0.263
948,2020-06-24,2,50.33,22.11,-0.317
949,2020-06-25,3,34.77,15.54,0.062
950,2020-06-25,5,43.52,6.32,-0.055
951,2020-06-25,3,26.38,18.8,0.077
952,2020-06-25,2,33.2,25.59,-0.631
953,2020-06-25,1,44.91,26.5,0.236
954,2020-06-26,3,30.24,18.25,-0.598
955,2020-06-26,3,37.25,18.53,0.346
956,2020-06-26,3,28.3,17.06,0.272
957,2020-06-26,4,26.64,13.2,-0.259
958,2020-06-26,3,23.56,19.22,0.472
959,2020-06-27,4,27.66,15.62,0.246
960,2020-06-27,4,37.25,13.37,-0.8
961,2020-06-27,3,38.43,23.33,-0.04
962,2020-06-27,5,57.82,13.45,0.16
963,2020-06-27,5,59.1,13.47,-0.138
964,2020-06-28,2,53.53,27.26,0.309
965,2020-06-28,2,43.96,18.13,-0.123
966,2020-06-28,5,27.89,6.29,-0.134
967,2020-06-28,5,47.2,12.31,-0.309
968,2020-06-28,4,32.48,12.93,0.045
969,2020-06-29,3,30.02,15.29,-0.335
970,2020-06-29,2,39.77,21.59,0.368
971,2020-06-29,2,32.98,24.36,0.407
972,2020-06-29,5,61.98,5.67,0.142
973,2020-06-29,5,52.86,13.49,0.268
974,2020-06-29,2,40.45,23.57,-0.205
975,2020-06-29,3,35.11,20.96,-0.356
976,2020-06-29,2,40.24,16.03,0.3
977,2020-06-30,2,46.01,25.21,-0.08
978,2020-06-30,5,56.81,16.55,-0.169
979,2020-06-30,3,41.53,21.42,0.014
980,2020-06-30,1,45.15,23.29,0.283
981,2020-06-30,4,31.37,12,0.285
982,2020-07-01,5,51.17,14.16,0.426
983,2020-07-01,1,37.93,29.34,-0.272
984,2020-07-01,4,32.78,17.99,-0.3
985,2020-07-01,2,44.95,27.99,-0.102
986,2020-07-01,5,37.17,13.09,-0.132
987,2020-07-01,1,55.79,30.53,0.24
988,2020-07-01,2,46.47,28.96,0.333
989,2020-07-02,1,35.47,33.07,0.062
990,2020-07-02,1,48.75,29.18,0.064
991,2020-07-02,1,39.6,25.71,-0.058
992,2020-07-02,4,31.46,19.24,0.192
993,2020-07-03,4,50.44,18.05,0.186
994,2020-07-03,3,46.72,15.53,0.044
995,2020-07-03,4,11.78,17.72,-0.562
996,2020-07-03,1,34.75,28.56,0.542
997,2020-07-03,4,31.69,15.72,0.13
998,2020-07-04,4,50.01,11.88,0.436
999,2020-07-04,2,42.67,25.65,-0.387
1000,2020-07-05,2,34.85,28.08,0.422
1001,2020-07-05,2,44.22,22.16,-0.229
1002,2020-07-05,2,36.67,15.36,-0.017
1003,2020-07-05,3,44.24,16.54,-0.253
1004,2020-07-05,2,49.48,21.92,-0.297
1005,2020-07-06,2,33.87,22.77,-0.465
1006,2020-07-06,3,36.99,20.35,-0.042
1007,2020-07-06,1,25.89,28.22,-0.369
1008,2020-07-06,5,45.43,11.91,-0.275
1009,2020-07-07,4,43.63,19.02,-0.303
1010,2020-07-07,3,39.9,20.78,-0.313
1011,2020-07-07,2,47.23,21.1,-0.008
1012,2020-07-07,2,42.57,24.38,0.319
1013,2020-07-07,3,36.98,20.4,0.064
1014,2020-07-08,5,47.26,9.94,0.323
1015,2020-07-08,1,40.32,24.44,0.026
1016,2020-07-08,4,46.11,15.94,0.331
1017,2020-07-08,5,47.63,9.9,0.082
1018,2020-07-08,4,21.98,18.32,-0.202
1019,2020-07-08,3,38.29,12.43,-0.167
1020,2020-07-08,3,35.47,19.06,-0.311
1021,2020-07-09,2,45.93,18.22,0.3
1022,2020-07-09,3,40.05,18.41,-0.496
1023,2020-07-09,1,41.32,29.87,0.035
1024,2020-07-09,5,59.25,8.72,-0.135
1025,2020-07-09,3,40.46,12.94,-0.918
1026,2020-07-09,1,41.77,29.69,0.009
1027,2020-07-09,1,51.85,28.48,-0.405
1028,2020-07-09,1,40.29,29.78,0.093
1029,2020-07-09,4,48.89,10.3,0.38
1030,2020-07-09,1,58.82,25.87,0.31
1031,2020-07-10,1,51.08,31.73,0.193
1032,2020-07-10,1,40.22,27.65,0.161
1033,2020-07-10,3,41.33,19.92,0.441
1034,2020-07-10,4,36.85,18.02,-0.059
1035,2020-07-10,2,45.32,26.58,-0.395
1036,2020-07-10,2,46.35,24.98,0.048
1037,2020-07-10,4,32.06,13.45,-0.539
1038,2020-07-10,5,43.77,16.23,0.415
1039,2020-07-10,5,54.77,12.55,0.531
1040,2020-07-11,4,28.83,19.16,0.297
1041,2020-07-11,2,37.4,26.68,-0.374
1042,2020-07-11,2,44.14,21.08,-0.474
1043,2020-07-11,3,40.6,21.54,0.076
1044,2020-07-11,5,36.8,10.42,-0.069
1045,2020-07-11,4,42.28,17.14,0.117
1046,2020-07-11,5,44.98,4.39,-0.417
1047,2020-07-12,1,51.58,29.6,0.196
1048,2020-07-12,4,38.48,16.21,-0.133
1049,2020-07-12,4,36.89,16.79,-0.276
1050,2020-07-12,4,41.79,15.27,0.531
1051,2020-07-12,2,43.1,22.11,-0.018
1052,2020-07-12,4,28.07,13.95,-0.308
1053,2020-07-12,2,42.15,19.31,0.586
1054,2020-07-12,5,62.12,12.13,0.115
1055,2020-07-12,2,35.09,26.43,-0.115
1056,2020-07-13,2,40.69,20.47,-0.226
1057,2020-07-14,4,45,19.24,-0.07
1058,2020-07-14,1,34.77,27.59,0.066
1059,2020-07-14,2,38.38,20.81,-0.17
1060,2020-07-14,5,50.31,11.39,-0.028
1061,2020-07-15,2,35.84,19.64,-0.486
1062,2020-07-15,1,43.7,30.38,0.3
1063,2020-07-15,2,48.6,27.41,-0.212
1064,2020-07-15,4,44.12,20.08,-0.03
1065,2020-07-15,5,50.21,9.18,-0.236
1066,2020-07-15,2,47.22,26.49,-0.078
1067,2020-07-15,1,39.57,29.23,0.1
1068,2020-07-15,3,36.2,21.97,-0.326
1069,2020-07-15,1,44.69,30.71,0.295
1070,2020-07-15,4,39.34,15.93,0.601
1071,2020-07-15,1,38.13,30.7,0.117
1072,2020-07-15,4,35.54,15.23,-0.325
1073,2020-07-15,5,45.75,13.73,-0.273
1074,2020-07-16,3,36.38,21.18,-0.357
1075,2020-07-16,2,52.53,25.52,-0.09
1076,2020-07-16,3,33.92,19.88,0.397
1077,2020-07-16,3,37.71,19.13,0.058
1078,2020-07-16,2,44.62,22.47,-0.576
1079,2020-07-16,4,21.5,9.53,-0.474
1080,2020-07-17,5,55.61,14.2,-0.077
1081,2020-07-17,3,41.91,20.55,0.175
1082,2020-07-17,4,48.9,17.26,-0.307
1083,2020-07-17,1,35.67,24.78,0.354
1084,2020-07-18,5,48.77,14.73,0.108
1085,2020-07-18,4,42.42,14.91,-0.104
1086,2020-07-18,3,24.32,16.96,0.223
1087,2020-07-18,3,33.63,24.92,0.044
1088,2020-07-18,5,57.22,14,-0.553
1089,2020-07-19,2,51.87,24.46,0.118
1090,2020-07-19,3,31.33,16.51,-0.118
1091,2020-07-19,1,40.5,28,-0.205
1092,2020-07-19,5,35.96,10.46,-0.134
1093,2020-07-19,1,50.58,31.22,-0.413
1094,2020-07-19,2,50.29,30.1,0.01
1095,2020-07-20,5,47.44,12.73,0.358
1096,2020-07-20,1,46.62,29.2,-0.361
1097,2020-07-20,1,45.29,24.63,-0.098
1098,2020-07-20,1,58.66,28.61,-0.056
1099,2020-07-21,1,35.61,25.41,-0.089
1100,2020-07-21,5,47.88,12.97,0.189
1101,2020-07-21,2,45.34,20.52,0.126
1102,2020-07-21,3,44.15,20.04,0.076
1103,2020-07-21,1,39.91,33.81,-0.312
1104,2020-07-22,1,46.52,25.3,-0.28
1105,2020-07-22,3,25.08,28.1,-0.024
1106,2020-07-23,3,42.79,15.58,0.216
1107,2020-07-23,2,40.98,23.42,0.131
1108,2020-07-23,1,43.99,32.58,0.329
1109,2020-07-23,4,27.52,20.18,-0.357
1110,2020-07-23,4,31.26,8.88,-0.544
1111,2020-07-23,5,53.63,13.54,0.704
1112,2020-07-23,4,36.05,15.33,0.098
1113,2020-07-23,5,45.83,11.36,0.03
1114,2020-07-24,3,41.86,22.17,-0.314
1115,2020-07-24,5,40.15,12,-0.001
1116,2020-07-24,5,44.5,17.61,0.681
1117,2020-07-24,2,43.97,20.75,-0.102
1118,2020-07-25,4,43.72,18.77,0.312
1119,2020-07-25,3,40.96,16.63,-0.279
1120,2020-07-25,3,50.57,15.15,-0.065
1121,2020-07-25,2,38.41,21.8,-0.428
1122,2020-07-25,5,64.33,15.11,-0.046
1123,2020-07-25,4,35.45,18.68,0.196
1124,2020-07-25,4,32.4,14.74,0.485
1125,2020-07-25,4,50.9,15.62,-0.285
1126,2020-07-25,1,46.36,24.88,0.094
1127,2020-07-26,1,55.06,24.7,-0.204
1128,2020-07-26,4,44.71,11.65,0.209
1129,2020-07-26,4,34.52,14.46,-0.241
1130,2020-07-26,4,31.92,13.06,0.054
1131,2020-07-27,5,46.74,17.49,-0.089
1132,2020-07-27,5,66.95,9.93,-0.527
1133,2020-07-27,2,57.59,26.68,-0.058
1134,2020-07-27,2,38.78,17.7,0.052
1135,2020-07-27,2,40.86,26.55,0.016
1136,2020-07-27,5,63.87,15.5,0.197
1137,2020-07-27,2,40.52,17.69,-0.319
1138,2020-07-28,4,17.74,14.64,-0.344
1139,2020-07-28,2,36.14,26.83,0.495
1140,2020-07-28,5,57.05,7.11,-0.793
1141,2020-07-28,2,47.5,23.19,-0.143
1142,2020-07-28,2,40.45,23.3,0.499
1143,2020-07-28,3,41.44,19.96,-0.112
1144,2020-07-29,1,33.92,32.64,-0.551
1145,2020-07-29,3,40.34,21.28,-0.288
1146,2020-07-29,1,44.28,25.15,-0.312
1147,2020-07-29,4,27.47,15.36,-0.109
1148,2020-07-30,1,54.73,35.79,0.23
1149,2020-07-30,1,26.8,28.7,-0.429
1150,2020-07-30,2,45,18.54,-0.278
1151,2020-07-30,1,38.42,26.29,0.154
1152,2020-07-30,1,38.98,30.12,-0.099
1153,2020-07-30,1,46.77,32.99,0.101
1154,2020-07-30,5,65.87,15.26,0.231
1155,2020-07-30,5,41.98,13.54,0.145
1156,2020-07-30,1,28.07,25.19,-0.224
1157,2020-07-31,2,43.52,16.71,0.273
1158,2020-07-31,2,43.06,27.83,-0.05
1159,2020-07-31,4,35.16,17.95,-0.264
1160,2020-07-31,4,45.77,15.17,-0.094
1161,2020-07-31,3,43.98,17.08,0.342
1162,2020-07-31,4,25.75,16.93,0.368
1163,2020-07-31,3,36.08,22.4,-0.075
1164,2020-07-31,3,45.4,16.77,0.043
1165,2020-07-31,5,64.17,13.83,-0.051
1166,2020-07-31,2,40.58,16.96,-0.407
1167,2020-08-01,2,46.14,26.63,0.514
1168,2020-08-01,3,41.64,14.92,0.335
1169,2020-08-01,2,38.48,24.54,-0.198
1170,2020-08-01,5,54.17,10.84,-0.109
1171,2020-08-02,2,52.84,22.64,-0.385
1172,2020-08-02,2,43.41,24.02,0.548
1173,2020-08-02,1,37.36,22.51,0.265
1174,2020-08-02,3,38.88,18.63,0.233
1175,2020-08-03,3,30.24,20.51,-0.325
1176,2020-08-03,4,36.72,11.25,-0.496
1177,2020-08-03,1,47.22,29.97,-0.132
1178,2020-08-03,5,58.34,9.06,-0.307
